Title,Author,Ave_rating,Rating_cnt,Review_cnt,Year,Pages,Publisher
The Lightning Thief,Rick Riordan,4.24,1681546,52524,2006,377,Disney Hyperion Books
Harry Potter and the Sorcerer's Stone,J.K. Rowling,4.46,5849098,94003,1997,320,Scholastic Inc
Harry Potter and the Chamber of Secrets,J.K. Rowling,4.41,2267965,43326,1999,341,Arthur A. Levine Books / Scholastic Inc.
Wonder,R.J. Palacio,4.45,577657,59596,2012,315,Alfred A. Knopf
The Sea of Monsters,Rick Riordan,4.24,633376,23028,2006,279,Hyperion Books
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,4.55,2316208,45509,2004,435,Scholastic Inc.
The Titan's Curse,Rick Riordan,4.35,582809,17750,2007,320,Puffin Books
The Battle of the Labyrinth,Rick Riordan,4.39,613725,16262,2008,361,Hyperion Books for Children
The Last Olympian,Rick Riordan,4.51,569812,20025,2009,381,Disney-Hyperion Books
A Wrinkle in Time,Madeleine L'Engle,4.01,868790,31040,2017,218,Square Fish
The Bad Beginning,Lemony Snicket,3.93,343045,15095,1999,176,"Scholastic, Inc."
Harry Potter and the Goblet of Fire,J.K. Rowling,4.55,2168131,38251,2002,734,Scholastic
Harry Potter and the Order of the Phoenix,J.K. Rowling,4.49,2122600,35118,2004,870,Scholastic Inc.
Holes,Louis Sachar,3.95,859469,18226,2000,233,Scholastic
The Giver,Lois Lowry,4.12,1512443,60013,2006,208,Ember
Harry Potter and the Deathly Hallows,J.K. Rowling,4.63,2202522,58728,2007,759,Arthur A. Levine Books / Scholastic Inc.
Harry Potter and the Half-Blood Prince,J.K. Rowling,4.56,2070718,33240,2006,652,Scholastic Inc.
The Graveyard Book,Neil Gaiman,4.13,383743,27833,2008,307,HarperCollins
Coraline,Neil Gaiman,4.05,408705,16989,2006,162,William Morrow Paperbacks
"The Lion, the Witch and the Wardrobe",C.S. Lewis,4.21,1864039,18306,2005,206,HarperCollins Publishers
The Girl Who Drank the Moon,Kelly Barnhill,4.19,31430,6405,2016,388,Algonquin Young Readers
The Lost Hero,Rick Riordan,4.35,546758,19403,2010,557,Disney-Hyperion Books
The One and Only Ivan,Katherine Applegate,4.26,107512,12245,2012,307,HarperCollins
When You Reach Me,Rebecca Stead,4.08,77276,10811,2009,199,Wendy Lamb Books
The School for Good and Evil,Soman Chainani,4.01,50987,6064,2018,544,HarperCollins; Reprint edition
Bridge to Terabithia,Katherine Paterson,3.99,392815,10916,2009,190,HarperCollins
Ella Enchanted,Gail Carson Levine,3.98,365071,9437,1998,232,Scholastic Books
Matilda,Roald Dahl,4.3,517432,13665,1998,240,Puffin Books
George,Alex Gino,4.04,22434,4549,2015,213,Scholastic Inc.
The War That Saved My Life,Kimberly Brubaker Bradley,4.49,40485,6783,2015,316,Dial Books
Charlotte's Web,E.B. White,4.16,1239428,15590,2001,184,HarperCollinsPublishers
The Reptile Room,Lemony Snicket,3.98,161884,5907,1999,192,"Scholastic, Inc."
Nevermoor: The Trials of Morrigan Crow,Jessica  Townsend,4.4,16365,3552,2017,465,"Little, Brown Books for Young Readers"
Artemis Fowl,Eoin Colfer,3.84,441681,9731,2003,396,Disney-Hyperion
City of Ghosts,Victoria Schwab,3.96,16171,3586,2018,272,Scholastic
The Red Pyramid,Rick Riordan,4.08,277898,12052,2010,516,Disney-Hyperion
The Son of Neptune,Rick Riordan,4.44,360758,13854,2011,521,Disney-Hyperion Books
The Iron Trial,Holly Black,3.95,53209,6239,2014,295,Scholastic Press
The Sword of Summer,Rick Riordan,4.26,120798,10909,2015,491,Disney - Hyperion Books
The Mark of Athena,Rick Riordan,4.46,393941,14801,2012,586,Disney-Hyperion Books
The Mysterious Benedict Society,Trenton Lee Stewart,4.15,108389,9408,2008,497,"Little, Brown Books for Young Readers"
The Invention of Hugo Cabret,Brian Selznick,4.24,147859,14234,2007,525,Scholastic Press
Brown Girl Dreaming,Jacqueline Woodson,4.14,50630,7520,2014,337,Nancy Paulsen Books
Number the Stars,Lois Lowry,4.13,387206,11961,1998,137,Laurel Leaf
Furthermore,Tahereh Mafi,3.93,10036,2641,2016,406,Dutton Books for Young Readers
The Wide Window,Lemony Snicket,3.93,142125,4369,2000,214,HarperCollins Publishers
The House of Hades,Rick Riordan,4.55,215164,13216,2013,597,Disney-Hyperion Books
A Monster Calls,Patrick Ness,4.37,170769,30027,2015,237,Walker Books
The Hidden Oracle,Rick Riordan,4.28,78959,8954,2016,376,Disney-Hyperion
Pax,Sara Pennypacker,4.04,22210,3961,2016,224,Balzer + Bray
Charlie and the Chocolate Factory,Roald Dahl,4.12,569540,10160,2005,176,Puffin Books
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,163268,6255,2003,178,Walker Books Ltd
Doll Bones,Holly Black,3.69,21861,3662,2013,244,Margaret K. McElderry Books
The Blood of Olympus,Rick Riordan,4.42,159980,13790,2014,516,Disney-Hyperion Books
El Deafo,Cece Bell,4.19,41447,5125,2014,233,Harry N. Abrams
The Westing Game,Ellen Raskin,4.02,142294,9297,2004,182,Puffin
The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,Catherynne M. Valente,3.98,32302,5204,2011,247,Feiwel &amp; Friends
The Miserable Mill,Lemony Snicket,3.85,124724,3614,2000,194,"Scholastic, Inc."
Because of Winn-Dixie,Kate DiCamillo,4.03,178266,7806,2001,182,Candlewick Press
The Secret Garden,Frances Hodgson Burnett,4.13,784603,15572,1998,331,Children's Classics
Flora & Ulysses: The Illuminated Adventures,Kate DiCamillo,3.88,33528,5084,2013,233,Candlewick Press
Ghost,Jason Reynolds,4.19,18227,3197,2016,192,Atheneum/Caitlyn Dlouhy Books
Aru Shah and the End of Time,Roshani Chokshi,4.11,6772,1612,2018,355,Rick Riordan Presents
The Tale of Despereaux,Kate DiCamillo,4.03,142128,9223,2008,267,Candlewick Press
Inkheart,Cornelia Funke,3.87,327282,11148,2005,548,Scholastic Paperbacks
Counting by 7s,Holly Goldberg Sloan,4.16,49993,6973,2013,380,Dial Books
The Austere Academy,Lemony Snicket,3.99,118150,3372,2000,221,HarperCollins Publishers
Escape from Mr. Lemoncello's Library,Chris Grabenstein,4.13,31025,4873,2013,304,Random House Books for Young Readers
The Golden Compass,Philip Pullman,3.96,1125082,17774,1996,399,Alfred A. Knopf Books for Young Readers
The False Prince,Jennifer A. Nielsen,4.23,62906,8274,2012,342,Scholastic
Tuck Everlasting,Natalie Babbitt,3.87,202005,8252,1985,139,Farrar Straus Giroux
The City of Ember,Jeanne DuPrau,3.86,222781,10385,2003,270,Yearling Books
Anne of Green Gables,L.M. Montgomery,4.24,619822,17898,2003,320,Signet Book
The Magician's Nephew,C.S. Lewis,4.03,350341,10689,2005,221,HarperCollins Publishers
Echo,Pam Muñoz Ryan,4.37,24477,5094,2015,587,Scholastic Press
Princess Academy,Shannon Hale,4.02,93518,8225,2007,314,Bloomsbury Publishing PLC
Roller Girl,Victoria Jamieson,4.31,32059,3527,2015,240,Dial Books
The Ersatz Elevator,Lemony Snicket,4.03,110539,2974,2001,259,HarperCollins Publishers 
The Phantom Tollbooth,Norton Juster,4.21,213465,9109,1996,256,Random House Bullseye Books
Howl's Moving Castle,Diana Wynne Jones,4.3,170207,11523,2001,329,Harper Trophy
Ghosts,Raina Telgemeier,4.22,45293,3815,2016,256,Graphix
Diary of a Wimpy Kid,Jeff Kinney,3.97,330282,15626,2007,217,Amulet Books
Smile,Raina Telgemeier,4.22,133833,8492,2010,224,Scholastic/Graphix
The Wishing Spell,Chris Colfer,4.22,78955,6617,2012,438,"Little, Brown Young Readers"
"Hello, Universe",Erin Entrada Kelly,3.95,9453,1939,2017,320,Greenwillow Books
Inside Out & Back Again,Thanhha Lai,4.11,34595,5489,2011,262,HarperCollins
Out of My Mind,Sharon M. Draper,4.38,87119,12205,2010,295,Atheneum Books for Young Readers
The Vile Village,Lemony Snicket,3.95,108798,2544,2001,272,HarperCollins Publishers 
The Thing About Jellyfish,Ali Benjamin,4.08,20630,3285,2015,352,"Little, Brown Books for Young Readers"
Serafina and the Black Cloak,Robert  Beatty,3.93,20816,3266,2015,293,Disney•Hyperion
The Wild Robot,Peter  Brown,4.11,16073,2769,2016,279,"Little, Brown Books for Young Readers"
Island of the Blue Dolphins,Scott O'Dell,3.82,264598,7567,2010,194,HMH Books for Young Readers
Hatchet,Gary Paulsen,3.7,266207,12570,2000,208,Atheneum Books for Young Readers: Richard Jackson Books
Fablehaven,Brandon Mull,4.09,116891,9290,2006,351,Shadow Mountain
The Crossover,Kwame Alexander,4.25,32996,6040,2014,240,Houghton Mifflin
Crenshaw,Katherine Applegate,3.97,17073,2920,2015,256,Feiwel &amp; Friends
The Carnivorous Carnival,Lemony Snicket,3.98,99231,2261,2002,286,HarperCollins Publishers
Drama,Raina Telgemeier,4.17,63705,4873,2012,238,Graphix
Raymie Nightingale,Kate DiCamillo,3.92,13260,2420,2016,272,Candlewick Press
"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",Jeanne Birdsall,4.14,41286,4510,2007,262,Yearling
The Hostile Hospital,Lemony Snicket,3.97,88412,2264,2001,272,HarperCollins Publishers 
Wonderstruck,Brian Selznick,4.17,48828,6390,2011,640,Scholastic Press
Liar & Spy,Rebecca Stead,3.81,23427,2427,2012,180,Wendy Lamb Books
Fish in a Tree,Lynda Mullaly Hunt,4.3,29074,4623,2015,288,Nancy Paulsen Books
The BFG,Roald Dahl,4.22,311363,9158,2001,199,Puffin Books
The Throne of Fire,Rick Riordan,4.21,139315,5473,2011,452,Hyperion Books for Children
Wishtree,Katherine Applegate,4.3,14266,2894,2017,224,Feiwel &amp; Friends
The Slippery Slope,Lemony Snicket,4.02,96077,2237,2003,337,HarperCollins Publishers
Wolf Hollow,Lauren Wolk,4.24,14074,2810,2016,304,Dutton Books for Young Readers
The Grim Grotto,Lemony Snicket,4.0,87509,2054,2004,323,HarperCollins Publishers
Gregor the Overlander,Suzanne Collins,4.01,81780,5935,2005,326,Scholastic
Prince Caspian,C.S. Lewis,3.97,305900,5796,2005,240,HarperCollins Publishers
Walk Two Moons,Sharon Creech,3.96,140780,6271,1996,280,HarperTrophy
The Little Prince,Antoine de Saint-Exupéry,4.3,1081850,31598,2000,93,"Harcourt, Inc."
Greenglass House,Kate Milford,3.99,9216,1747,2014,376,Clarion Books
James and the Giant Peach,Roald Dahl,4.0,329976,6063,2002,146,Alfred A. Knopf 
The End,Lemony Snicket,4.0,80143,3935,2006,337,HarperCollins Publishers
The Tales of Beedle the Bard,J.K. Rowling,4.08,359283,13074,2008,109,Bloomsbury
The Penultimate Peril,Lemony Snicket,4.04,80648,2098,2005,353,HarperCollinsPublishers
One Crazy Summer,Rita Williams-Garcia,3.97,24654,3355,2010,224,Amistad
The Witches,Roald Dahl,4.17,269715,6272,1997,208,Scholastic Inc.
The Fourteenth Goldfish,Jennifer L. Holm,3.88,16472,2443,2014,208,Random House Books for Young Readers
Sisters,Raina Telgemeier,4.31,43023,4576,2014,199,Scholastic/Graphix
The Stonekeeper,Kazu Kibuishi,4.15,49168,4346,2008,192,Graphix
The Field Guide,Tony DiTerlizzi,3.89,71464,2960,2003,114,Simon  Schuster Books for Young Readers
"Are You There God? It's Me, Margaret",Judy Blume,3.9,173518,5911,2001,149,Atheneum/Richard Jackson Books
The Night Gardener,Jonathan Auxier,4.06,13117,2320,2014,350,Harry N. Abrams
Liesl & Po,Lauren Oliver,3.84,9074,1665,2011,307,HarperCollins
The Voyage of the Dawn Treader,C.S. Lewis,4.09,359256,5626,2006,248,HarperCollins
The Horse and His Boy,C.S. Lewis,3.91,237175,6039,1995,224,Scholastic Inc
Esperanza Rising,Pam Muñoz Ryan,3.95,59565,5629,2002,304,"Scholastic, Inc."
Front Desk,Kelly Yang,4.4,4350,995,2018,298,Arthur A. Levine Books
Breadcrumbs,Anne Ursu,3.75,10929,1878,2011,312,Walden Pond Press
The Serpent's Shadow,Rick Riordan,4.29,103951,4859,2012,406,Hyperion Books
The Marvels,Brian Selznick,3.96,16032,2571,2015,665,Scholastic Press
"Fortunately, the Milk",Neil Gaiman,4.05,42804,6699,2013,113,HarperCollins
Stargirl,Jerry Spinelli,3.75,268386,13077,2002,186,Scholastic
The Hammer of Thor,Rick Riordan,4.35,50558,5089,2016,459,Disney-Hyperion
Goodbye Stranger,Rebecca Stead,3.93,11079,2036,2015,289,Wendy Lamb Books
Amina's Voice,Hena Khan,3.99,4584,892,2017,208,Salaam Reads / Simon  Schuster Books for Young Readers
The Screaming Staircase,Jonathan Stroud,4.21,26581,3968,2013,440,Doubleday Children’s Books
The Mysterious Howling,Maryrose Wood,3.91,16002,2480,2010,267,HarperCollins
Amal Unbound,Aisha Saeed,4.24,5545,1070,2018,240,Nancy Paulsen Books
Keeper of the Lost Cities,Shannon Messenger,4.46,16500,1969,2012,496,Aladdin
Where the Mountain Meets the Moon,Grace Lin,4.26,31029,4005,2009,282,"Little, Brown and Company Books for Young Readers"
A Snicker of Magic,Natalie Lloyd,4.09,10459,1705,2014,311,Scholastic Press
Where the Red Fern Grows,Wilson Rawls,4.06,307873,9978,2000,272,Yearling
Three Times Lucky,Sheila Turnage,4.02,20560,2519,2012,312,Dial Books
Wildwood,Colin Meloy,3.65,24695,3166,2011,560,Balzer + Bray
Real Friends,Shannon Hale,4.12,12036,1807,2017,224,First Second
The Dreadful Tale of Prosper Redding,Alexandra Bracken,3.9,3540,906,2017,362,Disney-Hyperion
Rain Reign,Ann M. Martin,4.22,16536,2820,2014,226,Feiwel &amp; Friends
The Silver Chair,C.S. Lewis,3.96,208403,4262,2008,243,HarperCollins
A Tale Dark & Grimm,Adam Gidwitz,4.06,20193,3211,2010,256,Dutton Books for Young Readers
Magyk,Angie Sage,3.81,99609,4773,2005,564,"Katherine Tegen, Harper Collins"
Book Scavenger,Jennifer Chambliss Bertman,4.16,8217,1460,2015,354,Christy Ottaviano Books (Henry Holt and Co.)
The Evolution of Calpurnia Tate,Jacqueline Kelly,3.99,26909,4310,2009,344,Henry Holt and Company
The Thief Lord,Cornelia Funke,3.96,74912,3731,2002,350,Chicken House
Little House in the Big Woods,Laura Ingalls Wilder,4.18,208646,4996,2007,198,HarperTrophy
The Miraculous Journey of Edward Tulane,Kate DiCamillo,4.36,67141,8395,2006,200,Candlewick Press
All's Faire in Middle School,Victoria Jamieson,4.13,5505,951,2017,248,Dial Books
"The Inquisitor's Tale: Or, the Three Magical Children and Their Holy Dog",Adam Gidwitz,4.13,7116,1665,2016,363,Dutton Books for Young Readers
Tuesdays at the Castle,Jessica Day George,4.08,15325,2154,2011,225,Bloomsbury
The Last Battle,C.S. Lewis,4.03,194708,5135,2005,288,HarperCollins Publishers
Fantastic Beasts and Where to Find Them,Newt Scamander,3.99,273569,9004,2001,128,Arthur A. Levine Books
Maniac Magee,Jerry Spinelli,3.87,109269,4108,2002,184,Scholastic
Orphan Island,Laurel Snyder,3.65,5536,1289,2017,288,Walden Pond Press
The Dark Prophecy,Rick Riordan,4.26,36628,3523,2017,401,Disney-Hyperion
A World Without Princes,Soman Chainani,4.08,19697,2120,2014,433,HarperCollins
Savvy,Ingrid Law,3.97,42420,3763,2008,342,Dial Books
A Little Princess,Frances Hodgson Burnett,4.19,251329,6098,2002,242,Penguin Books
The Ship of the Dead,Rick Riordan,4.38,32897,3481,2017,410,Disney-Hyperion
The War I Finally Won,Kimberly Brubaker Bradley,4.52,12704,2162,2017,387,Dial Books
Peter and the Starcatchers,Dave Barry,4.02,64889,4654,2006,452,Disney-Hyperion
The Maze of Bones,Rick Riordan,3.84,69196,4564,2008,220,"Scholastic, Inc."
Harry Potter and the Cursed Child: Parts One and Two,John Tiffany,3.68,549212,60425,2016,343,"Little, Brown"
Beyond the Bright Sea,Lauren Wolk,4.12,5815,1198,2017,304,Dutton Books for Young Readers
Circus Mirandus,Cassie Beasley,4.09,7768,1461,2015,292,Dial Books
Dealing with Dragons,Patricia C. Wrede,4.15,77107,3113,2002,212,HMH Books for Young Readers
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,4.14,155404,3198,2003,240,Aladdin Paperbacks
Gathering Blue,Lois Lowry,3.81,142671,10530,2000,240,Delacorte Press
How to Train Your Dragon,Cressida Cowell,3.88,31617,3702,2004,214,"Little, Brown Books for Young Readers"
Among the Hidden,Margaret Peterson Haddix,3.97,104802,5693,2006,153,Aladdin Paperbacks
The Wonderful Wizard of Oz,L. Frank Baum,3.99,318977,10617,1995,154,Penguin
Small Spaces,Katherine Arden,4.03,3019,800,2018,218,G.P. Putnam's Sons Books for Young Readers
The Chronicles of Narnia,C.S. Lewis,4.25,450335,9578,2002,767,HarperCollins
The Vanderbeekers of 141st Street,Karina Yan Glaser,4.24,4336,1026,2017,297,HMH Books for Young Readers
The Fairy-Tale Detectives,Michael Buckley,4.03,46429,3171,2005,284,Amulet Books
Hoot,Carl Hiaasen,3.82,91417,4539,2006,292,Yearling Books
The Arctic Incident,Eoin Colfer,3.95,123778,2797,2004,398,Hyperion Books for Children
The Witch of Blackbird Pond,Elizabeth George Speare,3.98,123682,5508,1978,256,Laurel Leaf
Be Prepared,Vera Brosgol,3.96,6419,990,2018,256,First Second
The Nest,Kenneth Oppel,3.73,7470,1846,2015,256,Simon &amp; Schuster
The Copper Gauntlet,Holly Black,4.15,22064,2132,2015,264,Scholastic Press
The Strange Case of Origami Yoda,Tom Angleberger,3.9,25674,3016,2010,141,Amulet Books
Awkward,Svetlana Chmakova,4.06,23340,1680,2015,224,JY
Harriet the Spy,Louise Fitzhugh,3.95,91405,2219,2002,300,Yearling
Sunny Side Up,Jennifer L. Holm,4.12,21142,1757,2015,224,Graphix
Little House on the Prairie,Laura Ingalls Wilder,4.19,231960,3818,2008,335,HarperCollins
Frindle,Andrew Clements,3.8,95483,3673,1998,105,Atheneum Books for Young Readers
Dragon Pearl,Yoon Ha Lee,3.86,1529,483,2019,312,Rick Riordan Presents
The Wednesday Wars,Gary D. Schmidt,4.07,32764,5527,2007,264,Clarion Books
Refugee,Alan Gratz,4.52,17429,3633,2017,352,Scholastic 
Moon Over Manifest,Clare Vanderpool,4.03,27668,4388,2010,368,Delacorte Books for Young Readers
Peter Pan,J.M. Barrie,4.09,230707,9160,2003,176,Henry Holt and Co.
The Witch Boy,Molly Ostertag,4.15,5559,971,2017,224,Scholastic
The Hobbit or There and Back Again,J.R.R. Tolkien,4.26,2502549,42594,2002,366,Houghton Mifflin
Rump: The True Story of Rumpelstiltskin,Liesl Shurtliff,4.05,14756,1778,2013,272,Alfred A. Knopf Books for Young Readers
The Name of This Book Is Secret,Pseudonymous Bosch,4.05,46335,3442,2007,364,"Little, Brown Books for Young Readers"
The Book of Three,Lloyd Alexander,4.0,64878,2812,2006,190,Square Fish
Ghost Boys,Jewell Parker Rhodes,4.37,6076,1244,2018,214,"Little, Brown Books for Young Readers"
The Night Diary,Veera Hiranandani,4.19,3273,750,2018,272,Kokila
The Cavendish Home for Boys and Girls,Claire Legrand,3.86,3808,725,2012,352,Simon &amp; Schuster Books For Young Readers
Harbor Me,Jacqueline Woodson,4.3,3936,950,2018,192,Nancy Paulsen Books
Patina,Jason Reynolds,4.19,4970,931,2017,233,Atheneum/Caitlyn Dlouhy Books
See You in the Cosmos,Jack Cheng,4.04,5892,1393,2017,315,Dial Books
The True Confessions of Charlotte Doyle,Avi,3.82,74712,3063,2003,278,HarperCollins
Summerlost,Ally Condie,3.85,5360,1166,2016,249,Dutton Books for Young Readers
The Ruins of Gorlan,John Flanagan,4.22,106253,6894,2006,249,Puffin Books
"Bud, Not Buddy",Christopher Paul Curtis,3.91,87645,4665,1999,243,Delacorte Books for Young Readers
The Hero's Guide to Saving Your Kingdom,Christopher Healy,4.05,10108,1451,2012,436,Walden Pond Press
Chasing Vermeer,Blue Balliett,3.72,25760,2194,2004,254,Scholastic Press
Better Nate Than Ever,Tim Federle,3.93,6923,1091,2013,288,Simon &amp; Schuster BFYR
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,3.82,105090,4563,1991,288,Puffin Books
Booked,Kwame Alexander,4.19,11772,2038,2016,320,HMH Books for Young Readers
The Runaway King,Jennifer A. Nielsen,4.23,31216,3320,2013,331,Scholastic Press
Bob,Wendy Mass,4.08,4052,1018,2018,201,Feiwel &amp; Friends
A Wind in the Door,Madeleine L'Engle,4.04,105335,3238,1976,203,Dell Laurel-Leaf
The Seeing Stone,Tony DiTerlizzi,3.89,33495,1242,2003,114,Simon &amp; Schuster Books for Young Readers
The First Rule of Punk,Celia C. Pérez,4.09,3225,643,2017,336,Viking Books for Young Readers
Who Could That Be at This Hour?,Lemony Snicket,3.83,21373,2340,2012,258,Little Brown
The Demigod Files,Rick Riordan,4.04,68604,2446,2009,151,Disney-Hyperion Books
Mockingbird,Kathryn Erskine,4.19,27142,4115,2010,235,Philomel Books
Flipped,Wendelin Van Draanen,3.95,89652,6925,2003,212,Knopf
Fever 1793,Laurie Halse Anderson,3.91,93588,5484,2000,252,Aladdin
The Eternity Code,Eoin Colfer,4.05,110175,2108,2006,352,Puffin
The Subtle Knife,Philip Pullman,4.12,308325,7466,2018,370,RHCP Digital
The Serpent's Secret,Sayantani DasGupta,3.85,1902,460,2018,351,Scholastic
The Unwanteds,Lisa McMann,4.1,23306,2698,2011,390,Aladdin
Ivy Aberdeen's Letter to the World,Ashley Herring Blake,4.35,1736,491,2018,309,"Little, Brown Books for Young Readers"
Okay for Now,Gary D. Schmidt,4.19,29273,4965,2011,360,Clarion Books
The Search for WondLa,Tony DiTerlizzi,4.07,10359,1520,2010,484,Simon  Schuster Books for Young Readers
Ophelia and the Marvelous Boy,Karen Foxlee,3.88,5696,1022,2014,233,Alfred A. Knopf
Louisiana's Way Home,Kate DiCamillo,4.34,4194,1029,2018,240,Candlewick Press (MA)
The Amulet of Samarkand,Jonathan Stroud,4.01,103602,4627,2003,462,Hyperion/Miramax
Stella by Starlight,Sharon M. Draper,4.07,9532,1429,2015,320,Atheneum Books for Young Readers
Whichwood,Tahereh Mafi,4.01,2920,727,2017,368,Dutton Books for Young Readers
Wundersmith: The Calling of Morrigan Crow,Jessica  Townsend,4.55,5527,1063,2018,467,Lothian Children's Books (Hachette Australia)
